Depmap ID,"CRISPR (DepMap Public 23Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 23Q2,Mutations_Prioritized
ACH-000479,-0.2799909935535859,KNS81,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.95814667376272,Other
ACH-000480,0.0111100354811942,HUH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.980939266085512,Other
ACH-000481,-0.1281014409792706,NCIH2170,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.765004246250036,Other
ACH-000483,-0.199765480720223,SNU182,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.488000770834068,Other
ACH-000484,-0.1062465299844013,VMRCRCW,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.436461703182413,Other
ACH-000468,-0.2982544709750894,PK45H,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.489607156748714,Other
ACH-000541,-0.1274519559615543,KMS34,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.380590934265922,Other
ACH-000533,0.0267913029559189,NCIH2004RT,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,5.802710219291343,Other
ACH-000544,0.0410547101779624,OE21,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.46401472450489,Other
ACH-000589,-0.0410981675279316,NCIH1437,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.076815597050831,Other
ACH-000542,-0.1218318000696693,HEYA8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.550746785383243,Other
ACH-000592,-0.1227020011076838,TM31,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.086613947409496,Other
ACH-000593,-0.1010647611667166,BC3C,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.656782364218995,Other
ACH-000595,-0.0247764045126301,LN229,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.732811872082943,Other
ACH-000596,-0.1248497628846561,LCLC97TM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.247927513443585,Other
ACH-000597,-0.158510803296659,TTC709,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.53013318439181,Other
ACH-000599,-0.2007062872058373,PATU8902,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.60584986719498,Other
ACH-000600,0.038479184014358,SLR26,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.819412726206565,Other
ACH-000601,-0.1535060293146539,MIAPACA2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.033202725937223,Other
ACH-000602,-0.1286425598810903,M07E,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.69780161473751,Other
ACH-000604,-0.0953937166697842,KYO1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,4.7414669864011465,Other
ACH-000605,-0.1906366601300097,TE6,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.22650852980868,Other
ACH-000588,-0.0536794286398972,KMS26,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.036942844798256,Other
ACH-000606,-0.0645445974798288,PECAPJ34CLONEC12,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.336283387864432,Other
ACH-000608,-0.1018432968665996,COV644,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.078951341394822,Other
ACH-000609,-0.0100205673117244,SF126,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.034303767768035,Other
ACH-000614,-0.110679808024895,RVH421,Melanoma,Skin,Melanoma,6.627315001365048,Other
ACH-000616,-0.0538512868166064,HS746T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.409051438538562,Other
ACH-000618,-0.10131904103409,SNU1041,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.839959587489532,Other
ACH-000619,-0.0480166185728798,PECAPJ15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.142821844115928,Other
ACH-000620,-0.0208555281559086,JHH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.355439197248685,Other
ACH-000621,0.0052670606637158,MDAMB157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.3045110418099535,Other
ACH-000622,-0.3033811547236847,KNS42,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.924099885640741,Other
ACH-000623,-0.1228156742785978,SNU201,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.880195728943098,Other
ACH-000624,-0.1338738289259928,HCC1806,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,5.066519781429746,Other
ACH-000627,-0.0712886227915045,LCLC103H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.132165525478088,Other
ACH-000630,-0.0900013663879626,YD8,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.307610672158071,Other
ACH-000607,-0.3469126788773941,KYM1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.108942568660791,Other
ACH-000587,-0.1325319509322083,NCIH1975,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.388189537156084,Other
ACH-000591,0.0259777789993918,LN235,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.1651079851445365,Other
ACH-000561,-0.1224223082656053,TDOTT,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.272583132806052,Other
ACH-000562,-0.2854147284424392,HCC78,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.937344392150233,Other
ACH-000585,-0.0924705661152555,EPLC272H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.309612772454123,Other
ACH-000559,0.1097606967331357,NCIH1836,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.68158981722124,Other
ACH-000558,-0.2149600442768865,A172,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.738227400367242,Other
ACH-000557,-0.0885153473050222,AML193,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.113533819591914,Other
ACH-000556,-0.1061455473323756,SIHA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,6.128664586540031,Other
ACH-000554,-0.185403033717167,UACC893,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.122051447713891,Other
ACH-000552,-0.1710747696295043,HT29,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.630813152299126,Other
ACH-000551,0.0318780553286711,K562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.503984703897613,Other
ACH-000550,-0.2131471462731216,IGR39,Melanoma,Skin,Melanoma,6.033202725937223,Other
ACH-000549,0.0178345520905553,SNU1076,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.913368159679724,Other
ACH-000548,-0.0494297549977789,BHY,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.630813152299126,Other
ACH-000547,-0.278193155252816,HT1197,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.979568100095187,Other
ACH-000546,0.0970705870377053,HSC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.162894799374784,Other
ACH-000545,-0.2351037271093928,VMCUB1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.110613805500896,Other
ACH-000563,-0.0206569484259352,EBC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.394376944957055,Other
ACH-000565,-0.1764068750225976,RCM1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,7.074355575997316,Other
ACH-002926,-0.0081650879983527,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma,5.575917361118149,Other
ACH-000570,-0.1263929021283307,YKG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.872582544833223,Other
ACH-000571,0.0173170407559595,T98G,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.65219964830406,Other
ACH-000573,-0.1522730922772285,MDAMB436,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.761817142507141,Other
ACH-000576,-0.1280259168894945,KMS27,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.360715425392931,Other
ACH-000584,-0.0366967854125734,JHOS4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.383704292474052,Other
ACH-000581,-0.1527230176774958,SNU16,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.1001366712854495,Other
ACH-000577,-0.0835920519999977,JHH2,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.921245888585589,Other
ACH-000567,-0.1793107978427718,ST486,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.425089989874059,Other
ACH-000579,-0.046527213226787,UACC257,Melanoma,Skin,Melanoma,5.455820365084918,Other
ACH-000580,-0.0980683374896062,C32,Melanoma,Skin,Melanoma,6.227086416874644,Other
ACH-000838,-0.0673888813077253,AMO1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.583158003874408,Other non-conserving
ACH-000993,-0.173002051484219,JHUEM7,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.134220939760634,Other non-conserving
ACH-000849,0.0751540916928653,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.684257705058931,Other non-conserving
ACH-001529,-0.0455260417563226,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease,6.032541697270038,Other non-conserving
ACH-000994,-0.1698125874907408,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.647026632654853,Other non-conserving
ACH-001274,-0.1928108288386746,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,5.8109571587378,Other non-conserving
ACH-000860,0.0255689704561933,NCIH358,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.772941337831336,Other non-conserving
ACH-000426,-0.1734176173531482,KMS20,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,,Other non-conserving
ACH-002025,-0.1190273695879609,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.233811384293157,Other non-conserving
ACH-000653,-0.2681611446514008,JJN3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.1081062236861285,Other non-conserving
ACH-002531,-0.0271105580246673,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.106432077816929,Other non-conserving
ACH-000307,-0.1478825188909437,PK1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.547203024756931,Other non-conserving
ACH-001820,-0.1384327768334102,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS",5.858478390423273,Other non-conserving
ACH-000907,-0.0654220903464032,SNU349,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.469885976274464,Other non-conserving
ACH-000490,-0.0158750725289878,SF767,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,5.749802401680049,Other non-conserving
