gene,control-XX,control-FB,control-BR,control-BC,control-BS,NC_pub,NC_pub,NC_pub,SRR4787052
ENSG00000200713_RNU6-682P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200714_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200718_RN7SKP103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29
ENSG00000200719_RNA5SP260,0.00,0.00,0.00,0.00,0.00,4.75,3.59,0.00,0.00
ENSG00000200720_RNU6-931P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200726_SNORD115-8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200728_RNU6-271P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200731_RNU1-124P,0.00,0.00,3.32,0.00,0.00,0.00,8.30,0.00,0.00
ENSG00000200732_RNU6-194P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200733_SNORD38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200737_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200738_RNA5SP472,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200741_RNA5SP161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200742_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,0.00
ENSG00000200745_RNU1-31P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63
ENSG00000200750_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200752_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200753_SNORD56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200754_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200755_RNA5SP68,0.00,0.00,0.00,0.00,0.00,1.94,7.34,0.00,0.00
ENSG00000200756_RNU6-236P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200757_SNORD115-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200759_RNU6-884P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200761_RN7SKP113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200763_RNU6-961P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200764_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00
ENSG00000200769_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200774_RNU6-478P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200779_RNU6-105P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200783_RN7SKP180,0.00,0.00,0.00,0.00,0.00,2.84,1.02,0.31,0.00
ENSG00000200785_SNORD8,0.00,14.97,0.00,0.00,0.00,2.44,3.69,0.00,198.87
ENSG00000200786_RNA5SP234,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200788_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.28
ENSG00000200789_RNU1-65P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200790_RNU6-631P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200792_SNORA80A,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,128.35
ENSG00000200794_RN7SKP250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200795_RNU4-1,0.00,0.00,0.00,0.00,51.64,0.00,0.98,0.00,275.00
ENSG00000200796_RNU6-753P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200799_RNU6-770P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200800_RNU1-130P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200801_SNORD115-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200806_RNA5SP275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200807_RNU1-32P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200812_SNORD115-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200814_RNU6-595P,0.00,0.00,0.00,0.00,0.00,0.00,2.02,1.73,0.00
ENSG00000200815_RNU6-1091P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200816_SNORA38,0.00,0.00,0.00,0.00,0.00,4.50,2.27,0.97,23.56
ENSG00000200817_RNU6-899P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200818_RNU6-1204P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200822_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200823_SNORD114-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200827_RNU6-324P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200829_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00
ENSG00000200830_RN7SKP134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00
ENSG00000200831_SNORD36B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200832_SNORD114-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200834_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,4.97,1.07,0.00
ENSG00000200839_RNA5SP48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200840_RNU6-82P,0.00,0.00,0.00,0.00,0.00,0.00,4.04,0.00,0.00
ENSG00000200842_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,3.40,0.73,0.00
ENSG00000200847_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200849_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200852_RNA5SP499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200855_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,4.78,0.00,0.00
ENSG00000200857_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200860_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200867_RN7SKP36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200869_RNU6-457P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200871_RNU6-810P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200872_RNA5SP456,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200873_RNA5SP399,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.00,0.00
ENSG00000200874_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200875_RNU6-340P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200877_RNU6-560P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200879_SNORD14E,0.00,0.00,0.00,0.00,0.00,0.00,116.24,8.33,0.00
ENSG00000200882_RNU6-681P,0.00,0.00,0.00,0.00,0.00,0.00,11.13,1.91,0.00
ENSG00000200883_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200884_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00
ENSG00000200885_RNU1-146P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,4.34
ENSG00000200887_RNU6-598P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200888_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,4.78,0.00,0.00
ENSG00000200889_RNU4-13P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200890_RNA5SP99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200891_SNORD74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200893_RNU6-944P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200895_RN7SKP245,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00
ENSG00000200897_SNORD74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200898_RNU6-1243P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200902_RNU6-627P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200903_RNU1-42P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200906_RNU6-854P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200913_SNORD46,0.00,15.00,0.00,0.00,0.00,8.85,2.23,3.83,0.00
ENSG00000200914_RNA5SP435,0.00,0.00,0.00,0.00,0.00,0.00,9.78,0.00,0.00
ENSG00000200917_RNU6-553P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00
ENSG00000200922_Y_RNA,0.00,0.00,0.00,0.00,0.00,4.07,0.00,0.00,0.00
ENSG00000200924_RNU6-1048P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200926_RNU6-960P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200935_RNU6-1090P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200941_RNU6-694P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200942_RNU6-501P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200949_SNORD115-32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200953_Y_RNA,0.00,0.00,0.00,0.00,0.00,17.10,29.52,2.38,0.00
ENSG00000200957_RNU6-801P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200959_SNORA74A,0.00,0.00,0.00,1.41,0.00,12.51,0.53,0.00,1.03
ENSG00000200963_RNU6-289P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200966_RN7SKP87,0.00,0.33,0.00,0.20,0.00,0.00,0.00,0.00,0.00
ENSG00000200969_SNORD95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200972_RNU5A-8P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200974_RNU4-87P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200975_RNU1-7P,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200976_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200982_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200983_SNORA3A,0.00,0.00,0.00,0.00,0.00,26.43,0.23,1.05,0.00
ENSG00000200985_RNA5SP493,0.00,0.00,0.00,0.00,0.00,26.72,8.07,0.00,0.00
ENSG00000200986_RNU6-819P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200987_SNORD115-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200991_SNORA25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200997_RNU1-85P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200998_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000200999_SNORD74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201000_RNA5SP516,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201001_RNU6-270P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201003_SNORA58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201006_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201009_SNORD46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201010_RN7SKP224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201012_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201013_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00
ENSG00000201014_RNA5SP232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201015_RNU6-280P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201016_RNU6-374P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201021_RNU6-743P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201023_RNY3P11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201025_SNORD74B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201026_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201027_RN7SKP107,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201028_RNU6-151P,0.00,0.00,0.00,0.00,0.00,0.00,8.07,0.87,0.00
ENSG00000201031_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201032_RNU6-704P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201033_RNU1-96P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201034_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201035_RNA5SP469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201036_SNORD113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201041_RNA5SP242,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201042_SNORA38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201044_RNU6-268P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201047_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,4.78,2.06,0.00
ENSG00000201048_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201050_RNU6-668P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201059_RNA5SP336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201065_RNU6-461P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201066_RN7SKP280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201070_RNU4-84P,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00
ENSG00000201071_Y_RNA,0.00,0.00,0.00,0.00,0.00,2.31,5.24,0.00,0.00
ENSG00000201074_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201075_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201076_RNU4-51P,0.00,0.00,0.00,0.00,0.00,0.00,3.97,0.43,0.00
ENSG00000201077_RNU6-188P,0.00,0.00,0.00,0.00,0.00,2.67,0.00,1.73,0.00
ENSG00000201078_RN7SKP214,0.00,0.00,0.14,0.00,0.00,0.00,4.84,0.35,0.00
ENSG00000201084_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201085_RNU6-173P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201086_RNA5SP394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201088_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201095_RNU6-266P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201096_RNA5SP387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201097_RNU6-366P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201098_RNY1,0.00,45.72,0.00,0.00,0.00,2.25,1.70,0.00,7700.36
ENSG00000201102_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201104_RNU6-11P,0.00,0.00,0.00,0.00,0.00,0.00,5.05,0.20,0.00
ENSG00000201109_RNA5SP245,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00
ENSG00000201113_RNU6-647P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201114_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201118_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201119_RNU1-33P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201121_RNY1P12,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.00
ENSG00000201129_SNORA58B,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00
ENSG00000201133_SNORA4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201134_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201135_RNU6-777P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201136_RNU6-353P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201140_RN7SKP128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201142_RNVU1-8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201143_SNORD115-42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201145_RNA5SP175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201148_RNA5SP42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201151_SNORD56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201153_RNU6-371P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201155_RNU1-24P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17
ENSG00000201157_SNORA62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201160_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201161_RN7SKP10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201162_RNU6-454P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201164_RNU4-36P,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,4.48
ENSG00000201165_RNU6-1229P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201168_RNA5SP368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201170_RNU1-132P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201176_RNU6-853P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201178_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201179_RNU6-1322P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201180_RNU6-115P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201182_RNU6-670P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201183_RNVU1-3,0.00,0.66,0.00,0.00,0.00,0.00,3.00,0.00,0.00
ENSG00000201184_RNU4-68P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201185_RNA5SP202,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201186_RNU4-33P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201196_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201198_RNU6-879P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201201_RN7SKP118,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201207_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,4.97,0.71,0.00
ENSG00000201208_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,5.87,0.00,0.00
ENSG00000201209_SNORD42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201210_RNA5SP139,0.00,0.00,0.00,0.00,0.00,6.11,3.08,0.66,0.00
ENSG00000201216_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201217_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.00,0.00
ENSG00000201218_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201221_RNU4-40P,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.41,0.00
ENSG00000201223_RNU6-1305P,0.00,0.00,0.00,0.00,0.00,0.00,4.45,0.00,0.00
ENSG00000201228_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201229_SNORA63D,0.00,3.30,0.00,0.00,0.00,54.01,10.20,16.07,361.30
ENSG00000201231_RNU4-50P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201239_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201240_SNORD114-9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201241_RNU6-978P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201242_RNY1P1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201243_RNU6-654P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201245_SNORA25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201247_SNORD114-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201253_RNU4-10P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201255_RNU6-990P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201260_RNU6-1075P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201263_SNORD114-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201264_SNORD73B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201270_RNU6-755P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201271_RNU1-112P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201273_RNU6-776P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201274_RNA5SP192,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201277_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201279_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201282_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201285_5S_rRNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201287_RN7SKP171,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201288_RNU6-1047P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201289_RN7SKP76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201291_RNU1-34P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201292_RNU6-153P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201294_RNU6-1019P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201296_RNU4-41P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201297_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201298_RNU6-1164P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201300_SNORD115-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201301_RNA5SP130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201302_SNORA65,0.00,1.79,8.19,0.00,0.00,1.55,5.87,0.50,0.00
ENSG00000201308_RNU6-512P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201309_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201311_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201312_RNA5SP72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201314_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.00
ENSG00000201315_RN7SKP227,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
ENSG00000201316_SNORA7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201317_RNU4-59P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201318_SNORD114-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201321_RNA5S9,0.00,2.98,0.00,0.00,57.74,0.00,0.00,0.00,0.00
ENSG00000201324_RNU6-361P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000201325_RNA5SP142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
