gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
JAKMIP3	JAKMIP3_132133312-132133527	0.3997	0.0814688187041682	20		chr10:132133312-132133527	+	0
JAKMIP3	JAKMIP3_132163251-132163412	0.2792	0.0905687584103923	5		chr10:132163251-132163412	+	0
SMARCC2	SMARCC2_56164303-56164368	0.223244897959184	0.0134838338580021	49		chr12:56164303-56164368	-	0
CCDC9B	CCDC9B_40339512-40339619	0.3075	0.121117711339011	6		chr15:40339512-40339619	-	0
AL353660.1	AL353660.1_74356147-74356322	0.7435	0.12346764458456	28		chr13:74356147-74356322	+	0
NECAB2	NECAB2_83980839-83980864	0.5209375	0.135876644424272	16		chr16:83980839-83980864	+	0
VWA2	VWA2_114290240-114290365	0.3065	0.0784888527117068	2		chr10:114290240-114290365	+	0
TCF7L2	TCF7L2_112964556-112964624	0.425076923076923	0.120991364387754	13		chr10:112964556-112964624	+	0
GSTO2	GSTO2_104279370-104279471	0.4	0.0959814796950143	10		chr10:104279370-104279471	+	0
PCGF6	PCGF6_103333925-103333952	0.399818181818182	0.154353372610914	11		chr10:103333925-103333952	-	0
ZNF525	ZNF525_53375770-53375896	0.344	0.110039386887908	4		chr19:53375770-53375896	+	0
MRPL43	MRPL43_100984034-100984074	0.707526315789474	0.0449213738053658	19		chr10:100984034-100984074	-	0
MRPL43	MRPL43_100987090-100987196	0.232375	0.032936898544251	8		chr10:100987090-100987196	-	0
SEC31B	SEC31B_100497135-100497280	0.381142857142857	0.0503733678691051	7		chr10:100497135-100497280	-	0
LCOR	LCOR_96944113-96944245	0.294619047619048	0.0701302190146845	21		chr10:96944113-96944245	+	0
PPP6R3	PPP6R3_68583043-68583129	0.324285714285714	0.0734137005508606	7		chr11:68583043-68583129	+	0
RALGAPA1	RALGAPA1_35542027-35542029	0.7305	0.321518791571089	4		chr14:35542027-35542029	-	1
NT5C2	NT5C2_103111745-103111805	0.37656	0.138395893484356	25		chr10:103111745-103111805	-	0
NUTM2B-AS1	NUTM2B-AS1_79665497-79665594	0.475142857142857	0.130697396775183	7		chr10:79665497-79665594	-	0
NUTM2B-AS1	NUTM2B-AS1_79808759-79808832	0.259666666666667	0.0625559749344537	9		chr10:79808759-79808832	-	0
NUTM2B-AS1	NUTM2B-AS1_79808763-79808832	0.304375	0.0731904316541055	8		chr10:79808763-79808832	-	0
ABCA5	ABCA5_69325699-69325817	0.403147058823529	0.156620005756636	34		chr17:69325699-69325817	-	0
RNF175	RNF175_153745669-153745727	0.275904761904762	0.0198441547109086	21		chr4:153745669-153745727	-	0
CIRBP	CIRBP_1273494-1273715	0.268655172413793	0.0465412841787259	29		chr19:1273494-1273715	+	0
CIRBP	CIRBP_1273601-1273715	0.277	0.0412161282845591	27		chr19:1273601-1273715	+	0
ZNF823	ZNF823_11724194-11724254	0.3088	0.135687877129831	5		chr19:11724194-11724254	-	0
SYT7	SYT7_61546535-61546659	0.4514	0.255113364156856	15		chr11:61546535-61546659	-	0
IMPDH1	IMPDH1_128400832-128400891	0.264166666666667	0.0578804548947529	18		chr7:128400832-128400891	-	0
SNHG8	SNHG8_118278934-118279137	0.299333333333333	0.073647023415553	24		chr4:118278934-118279137	+	0
SNHG8	SNHG8_118278944-118279137	0.287136363636364	0.0642823351685252	22		chr4:118278944-118279137	+	0
SNHG8	SNHG8_118279107-118279137	0.284225	0.0496358470028699	40		chr4:118279107-118279137	+	0
MXD3	MXD3_177310668-177310697	0.346333333333333	0.139036206315717	6		chr5:177310668-177310697	-	0
RGS19	RGS19_64076857-64076954	0.4517	0.179986578446985	20		chr20:64076857-64076954	-	0
CAMK2D	CAMK2D_113504976-113505035	0.547228571428571	0.077949110742498	35		chr4:113504976-113505035	-	0
ASPDH	ASPDH_50512360-50512580	0.670428571428571	0.190055129846454	7		chr19:50512360-50512580	-	1
CYTL1	CYTL1_5017135-5017179	0.395647058823529	0.125751213302532	17		chr4:5017135-5017179	-	0
PCDH11X	PCDH11X_92263114-92263143	0.45248275862069	0.0798040549854343	29		chrX:92263114-92263143	+	0
COL13A1	COL13A1_69930400-69930552	0.387285714285714	0.19098142517508	7		chr10:69930400-69930552	+	0
FSTL5	FSTL5_161510398-161510424	0.657459459459459	0.150657188970817	37		chr4:161510398-161510424	-	0
FAM13A	FAM13A_88737472-88737555	0.386333333333333	0.100521669607135	12		chr4:88737472-88737555	-	0
C4orf36	C4orf36_86890048-86890158	0.517178571428571	0.106396551591093	28		chr4:86890048-86890158	-	0
PHLDB1	PHLDB1_118655860-118655892	0.273344262295082	0.0339773872087018	61		chr11:118655860-118655892	+	0
LIN54	LIN54_82978883-82979006	0.647	0	2		chr4:82978883-82979006	-	0
DCLK1	DCLK1_35788212-35788285	0.255631578947368	0.024953980199951	57		chr13:35788212-35788285	-	0
GRIK2	GRIK2_102065797-102065928	0.6925	0.138306109771044	26		chr6:102065797-102065928	+	0
PRMT7	PRMT7_68312042-68312176	0.2795	0.073287106642301	4		chr16:68312042-68312176	+	0
PRMT7	PRMT7_68347211-68347294	0.308666666666667	0.0946882604479915	6		chr16:68347211-68347294	+	0
PRMT7	PRMT7_68348342-68348431	0.315555555555556	0.106360774626198	18		chr16:68348342-68348431	+	0
DRC3	DRC3_17973665-17973753	0.4696	0.0390870822651167	5		chr17:17973665-17973753	+	0
TBC1D1	TBC1D1_38051899-38052060	0.372333333333333	0.115007246148522	6		chr4:38051899-38052060	+	0
ZC3H14	ZC3H14_88596734-88596808	0.289317073170732	0.101411646033478	41		chr14:88596734-88596808	+	0
ACTN2	ACTN2_236735635-236735720	0.3982	0.101497454812095	10		chr1:236735635-236735720	+	0
CPSF6	CPSF6_69258035-69258145	0.294293103448276	0.0237486905424349	58		chr12:69258035-69258145	+	0
BRSK2	BRSK2_1447798-1447863	0.393276595744681	0.127535451529584	47		chr11:1447798-1447863	+	0
BRSK2	BRSK2_1456955-1457049	0.317769230769231	0.120122040506248	26		chr11:1456955-1457049	+	0
ZNF365	ZNF365_62398740-62398777	0.38675	0.172722079268016	4		chr10:62398740-62398777	+	0
LRRC56	LRRC56_551651-551827	0.431	0.241792473001125	6		chr11:551651-551827	+	0
ABLIM2	ABLIM2_8019618-8019671	0.36884375	0.0920831003986739	32		chr4:8019618-8019671	-	0
ABLIM2	ABLIM2_8032648-8032680	0.31932	0.0424781512466507	25		chr4:8032648-8032680	-	0
RBM26-AS1	RBM26-AS1_79417835-79417916	0.36625	0.109035708436666	8		chr13:79417835-79417916	+	0
ADAMTS10	ADAMTS10_8605623-8605809	0.332535714285714	0.110407823844769	28		chr19:8605623-8605809	-	0
ARNTL	ARNTL_13326413-13326467	0.428259259259259	0.123885987471295	27		chr11:13326413-13326467	+	0
NRIP1	NRIP1_15014344-15014466	0.478171428571429	0.259204607542822	35		chr21:15014344-15014466	-	0
NSD2	NSD2_1892166-1892263	0.440722222222222	0.102490588030905	36		chr4:1892166-1892263	+	0
NSD2	NSD2_1942339-1942565	0.424183673469388	0.0609660675667852	49		chr4:1942339-1942565	+	0
MYO15B	MYO15B_75592464-75592541	0.591333333333333	0.0670810455096421	6		chr17:75592464-75592541	+	0
RERE	RERE_8423167-8423247	0.52515	0.0984577253658164	20		chr1:8423167-8423247	-	0
ASCC2	ASCC2_29832245-29832342	0.409	0.212120248915562	5		chr22:29832245-29832342	-	0
N6AMT1	N6AMT1_28879870-28879953	0.407119047619048	0.122138306725624	42		chr21:28879870-28879953	-	0
XRRA1	XRRA1_74859158-74859283	0.469368421052632	0.136187048872871	19		chr11:74859158-74859283	-	0
XRRA1	XRRA1_74940785-74940882	0.588823529411765	0.124842074926742	34		chr11:74940785-74940882	-	0
PALM	PALM_740352-740483	0.2556	0.0463555102801526	25		chr19:740352-740483	+	0
THAP6	THAP6_75514870-75514991	0.9736	0.0524817428572388	25		chr4:75514870-75514991	+	1
THAP6	THAP6_75539859-75539959	0.448214285714286	0.130346979883828	14		chr4:75539859-75539959	+	0
MARK2	MARK2_63908260-63908304	0.454136363636364	0.235276796551787	22		chr11:63908260-63908304	+	0
OBSCN	OBSCN_228299259-228299522	0.4359	0.0962866947516992	30		chr1:228299259-228299522	+	0
OBSCN	OBSCN_228308111-228308383	0.377666666666667	0.156677405913583	15		chr1:228308111-228308383	+	0
MRPL47	MRPL47_179602652-179602737	0.330714285714286	0.0807707579753672	28		chr3:179602652-179602737	-	0
SFXN2	SFXN2_102729319-102729394	0.674555555555556	0.0674890937691252	9		chr10:102729319-102729394	+	0
ASTE1	ASTE1_131016990-131017049	0.377809523809524	0.042158770199828	21		chr3:131016990-131017049	-	0
TIE1	TIE1_43314383-43314478	0.259285714285714	0.0213016018589739	14		chr1:43314383-43314478	+	0
ZBBX	ZBBX_167288867-167288983	0.7207	0.204365281838801	20		chr3:167288867-167288983	-	0
STIM2	STIM2_27021001-27021068	0.212924242424242	0.00396643845693262	66		chr4:27021001-27021068	+	0
PLCH1	PLCH1_155483349-155483376	0.86872	0.0381941531302022	25		chr3:155483349-155483376	-	1
PLCH1	PLCH1_155486147-155486206	0.566533333333333	0.0142991037417067	30		chr3:155486147-155486206	-	0
P2RY14	P2RY14_151219535-151219642	0.369	0.0899444272870754	6		chr3:151219535-151219642	-	0
OCIAD1	OCIAD1_48831227-48831398	0.423846153846154	0.0986017631298127	13		chr4:48831227-48831398	+	0
JMJD4	JMJD4_227732881-227733027	0.238333333333333	0.0446019431564739	3		chr1:227732881-227733027	-	0
CBS	CBS_43067778-43067960	0.4456	0.238041172909226	10		chr21:43067778-43067960	-	0
AC092958.1	AC092958.1_147959788-147959841	0.721818181818182	0.167644645821831	22		chr3:147959788-147959841	+	0
EPB41	EPB41_29060422-29060484	0.42169696969697	0.0934587090806967	33		chr1:29060422-29060484	+	0
ABCC4	ABCC4_95269310-95269422	0.652461538461538	0.219307497504163	26		chr13:95269310-95269422	-	0
PXYLP1	PXYLP1_141234886-141234956	0.719822222222222	0.147260173114996	45		chr3:141234886-141234956	+	0
FAIM	FAIM_138619711-138619770	0.463688524590164	0.0181627283042375	61		chr3:138619711-138619770	+	0
DZIP1L	DZIP1L_138112364-138112500	0.457352941176471	0.114937517552697	51		chr3:138112364-138112500	-	0
IQSEC2	IQSEC2_53279564-53279659	0.382270833333333	0.141714087286554	48		chrX:53279564-53279659	-	0
TRPS1	TRPS1_115623601-115623758	0.4754	0.1608430567009	10		chr8:115623601-115623758	-	0
TRPS1	TRPS1_115637234-115637330	0.86921568627451	0.0769182198768251	51		chr8:115637234-115637330	-	0
H1FX-AS1	H1FX-AS1_129318543-129318637	0.4084	0.163481701320566	10		chr3:129318543-129318637	+	0
SMAD5	SMAD5_136152675-136152758	0.9495	0.0575011921335044	32		chr5:136152675-136152758	+	1
INTS14	INTS14_65607302-65607442	0.3195	0.0261852375713238	4		chr15:65607302-65607442	-	0
BBX	BBX_107661828-107661944	0.317525423728814	0.0216964608048246	59		chr3:107661828-107661944	+	0
SLC25A45	SLC25A45_65377333-65377423	0.707291666666667	0.0514061666692937	48		chr11:65377333-65377423	-	0
SLC25A45	SLC25A45_65381875-65381969	0.582875	0.157975077148264	8		chr11:65381875-65381969	-	0
SLC25A45	SLC25A45_65381915-65381969	0.353333333333333	0.119515182248444	12		chr11:65381915-65381969	-	0
INF2	INF2_104715284-104715340	0.422621212121212	0.140299982471792	66		chr14:104715284-104715340	+	0
UMPS	UMPS_124731506-124731604	0.305666666666667	0.00601206516400412	24		chr3:124731506-124731604	+	0
ZNF782	ZNF782_96851947-96852005	0.44837037037037	0.181915480828989	27		chr9:96851947-96852005	-	0
ANGPT4	ANGPT4_874284-874414	0.46	0.135236829303263	5		chr20:874284-874414	-	0
AKT1	AKT1_104793127-104793210	0.381411764705882	0.0965869423532761	34		chr14:104793127-104793210	-	0
AKT1	AKT1_104793127-104793304	0.339115384615385	0.075829981892693	26		chr14:104793127-104793304	-	0
MANBA	MANBA_102753823-102753995	0.548520833333334	0.0375346589243512	48		chr4:102753823-102753995	-	0
CORO7	CORO7_4407562-4407684	0.6370625	0.141391875650619	16		chr16:4407562-4407684	-	0
CD200	CD200_112340902-112340983	0.353435483870968	0.135981992656422	62		chr3:112340902-112340983	+	0
CACNA1D	CACNA1D_53718682-53718741	0.823566037735849	0.128723094191483	53		chr3:53718682-53718741	+	0
CACNA1D	CACNA1D_53732818-53732962	0.358333333333333	0.114526561693492	3		chr3:53732818-53732962	+	0
CACNA1D	CACNA1D_53762551-53762634	0.566657894736842	0.143439463889313	38		chr3:53762551-53762634	+	0
CACNA1D	CACNA1D_53802147-53802173	0.628642857142857	0.00188982236504614	28		chr3:53802147-53802173	+	0
ALKBH4	ALKBH4_102459604-102459710	0.236571428571429	0.0235786424747563	7		chr7:102459604-102459710	-	0
ARL13B	ARL13B_93996563-93996684	0.728791044776119	0.111225615279694	67		chr3:93996563-93996684	+	0
ZNF192P1	ZNF192P1_28164749-28164901	0.604	0.167658725618031	30		chr6:28164749-28164901	+	0
ATP7B	ATP7B_51958311-51958544	0.396333333333333	0.154409628369909	3		chr13:51958311-51958544	-	0
ATP7B	ATP7B_51961837-51961913	0.54625	0.25822002891591	4		chr13:51961837-51961913	-	0
THRB	THRB_24318358-24318494	0.59872	0.145255097443544	25		chr3:24318358-24318494	-	0
SNPH	SNPH_1294951-1294978	0.359	0	13		chr20:1294951-1294978	+	0
LINC02495	LINC02495_6228017-6228139	0.427375	0.0928607828956875	8		chr4:6228017-6228139	+	0
ZNF337	ZNF337_25685996-25686122	0.43925	0.133949808816778	40		chr20:25685996-25686122	-	0
PXK	PXK_58369431-58369478	0.418052631578947	0.165401018969121	19		chr3:58369431-58369478	+	0
ITIH4	ITIH4_52814209-52814363	0.3267	0.0657203805607715	20		chr3:52814209-52814363	-	0
HES4	HES4_999692-999787	0.241230769230769	0.0419566320664442	13		chr1:999692-999787	-	0
CHEK2	CHEK2_28703505-28703566	0.466933333333333	0.207342872235017	15		chr22:28703505-28703566	-	0
C3orf18	C3orf18_50561722-50561747	0.46325	0.193129675163014	8		chr3:50561722-50561747	-	0
ZGRF1	ZGRF1_112609379-112609429	0.482083333333333	0.210960771163022	12		chr4:112609379-112609429	-	0
DAG1	DAG1_49476849-49476900	0.527823529411765	0.170379442456432	17		chr3:49476849-49476900	+	0
AC104452.1	AC104452.1_49425883-49425996	0.391	0.162430292741225	6		chr3:49425883-49425996	-	0
SEC14L1	SEC14L1_77093244-77093347	0.314142857142857	0.125823194167356	7		chr17:77093244-77093347	+	0
QRICH1	QRICH1_49092397-49092456	0.397	0.102932016399175	5		chr3:49092397-49092456	-	0
DOCK9	DOCK9_98808640-98808675	0.484819672131148	0.101582890323899	61		chr13:98808640-98808675	-	0
DOCK9	DOCK9_98845924-98846060	0.461032258064516	0.0703597820116804	31		chr13:98845924-98846060	-	0
ZMYND10	ZMYND10_50345124-50345232	0.292166666666667	0.0658762208280669	18		chr3:50345124-50345232	-	0
ZMYND10	ZMYND10_50345124-50345236	0.402611111111111	0.0944751752057583	36		chr3:50345124-50345236	-	0
LETMD1	LETMD1_51056144-51056245	0.334142857142857	0.145917132386192	7		chr12:51056144-51056245	+	0
PRIMA1	PRIMA1_93725836-93726006	0.248678571428571	0.0231773413798726	28		chr14:93725836-93726006	-	0
PTK2	PTK2_140948666-140948723	0.510702702702703	0.0905516626219729	37		chr8:140948666-140948723	-	0
PHYHD1	PHYHD1_128937757-128937944	0.3695	0.112737157435633	4		chr9:128937757-128937944	+	0
PHYHD1	PHYHD1_128940599-128940715	0.358	0.161220346110533	2		chr9:128940599-128940715	+	0
ENTPD3-AS1	ENTPD3-AS1_40451705-40451782	0.289875	0.11099991956239	8		chr3:40451705-40451782	-	0
COL20A1	COL20A1_63325269-63325364	0.320666666666667	0.160401390457209	12		chr20:63325269-63325364	+	0
HHATL	HHATL_42693617-42693818	0.322	0.169705627484771	2		chr3:42693617-42693818	-	0
HHATL	HHATL_42698708-42698902	0.320666666666667	0.121727153913989	9		chr3:42698708-42698902	-	0
TMEM116	TMEM116_111932586-111932659	0.267	0.0920801281493461	9		chr12:111932586-111932659	-	0
TMEM116	TMEM116_111932586-111932731	0.385739130434783	0.127183910285748	23		chr12:111932586-111932731	-	0
FLOT2	FLOT2_28885857-28885947	0.404833333333333	0.136815812926235	6		chr17:28885857-28885947	-	0
ALAS2	ALAS2_55023757-55023867	0.435533333333333	0.157780075994887	15		chrX:55023757-55023867	-	0
TSEN2	TSEN2_12516611-12516661	0.3315	0.15731860302311	8		chr3:12516611-12516661	+	0
ADCK1	ADCK1_77907803-77907919	0.274545454545454	0.0802276306971154	11		chr14:77907803-77907919	+	0
OCEL1	OCEL1_17227840-17228005	0.253	0.0403360880601974	3		chr19:17227840-17228005	+	0
PTPRZ1	PTPRZ1_122034095-122034115	0.318952380952381	0.0811742937745846	42		chr7:122034095-122034115	+	0
CRELD1	CRELD1_9937562-9937672	0.345555555555556	0.113681694998701	9		chr3:9937562-9937672	+	0
AC026191.1	AC026191.1_9355801-9355859	0.621384615384615	0.197289777764223	13		chr3:9355801-9355859	-	0
ATG4B	ATG4B_241653307-241653369	0.468923076923077	0.169138730799336	13		chr2:241653307-241653369	+	0
ZNF33B	ZNF33B_42614282-42614358	0.530434782608696	0.146074053087834	46		chr10:42614282-42614358	-	0
SEPTIN2	SEPTIN2_241320203-241320287	0.74625	0.101049080484024	4		chr2:241320203-241320287	+	0
SEMA4D	SEMA4D_89418363-89418437	0.3165	0.0501372030575578	24		chr9:89418363-89418437	-	0
ANKMY1	ANKMY1_240507560-240507691	0.542609756097561	0.129776129940906	41		chr2:240507560-240507691	-	0
ANKMY1	ANKMY1_240511861-240512001	0.599557692307692	0.176290247910358	52		chr2:240511861-240512001	-	1
SCLY	SCLY_238073783-238073847	0.35675	0.0866506929723738	28		chr2:238073783-238073847	+	0
LRRFIP1	LRRFIP1_237714259-237714276	0.641269230769231	0.180913804380386	26		chr2:237714259-237714276	+	0
RARG	RARG_53229911-53230053	0.303333333333333	0.0238746727726267	9		chr12:53229911-53230053	-	0
CCDC78	CCDC78_725413-725580	0.361	0.146946248676174	11		chr16:725413-725580	-	0
CCDC78	CCDC78_725413-725591	0.458636363636364	0.130714400681235	11		chr16:725413-725591	-	0
CCDC78	CCDC78_725446-725580	0.406181818181818	0.105453134786803	11		chr16:725446-725580	-	0
P2RX5	P2RX5_3688626-3688676	0.3885	0.0954594154601839	2		chr17:3688626-3688676	-	0
ABHD14A	ABHD14A_51978259-51978374	0.626	0.0678822509939086	2		chr3:51978259-51978374	+	0
SP140L	SP140L_230400334-230400413	0.525230769230769	0.0263625608654511	26		chr2:230400334-230400413	+	0
FAM86EP	FAM86EP_3947742-3948007	0.760782608695652	0.164805658696356	23		chr4:3947742-3948007	-	1
MFF	MFF_227328678-227328789	0.3056	0.0795398223114267	25		chr2:227328678-227328789	+	0
PLA2G12A	PLA2G12A_109718683-109718759	0.377545454545455	0.128799350647714	11		chr4:109718683-109718759	-	0
PLA2G12A	PLA2G12A_109718689-109718759	0.5639	0.093126497005119	10		chr4:109718689-109718759	-	0
AP3B2	AP3B2_82688736-82688831	0.348	0.109503424603982	3		chr15:82688736-82688831	-	0
SLC12A9	SLC12A9_100854156-100854378	0.4035	0.0645654706480174	6		chr7:100854156-100854378	+	0
STK16	STK16_219247113-219247246	0.264153846153846	0.0418207407750551	13		chr2:219247113-219247246	+	0
ATG9A	ATG9A_219228424-219228485	0.478793103448276	0.126477942546275	29		chr2:219228424-219228485	-	0
ATG9A	ATG9A_219228434-219228482	0.454238095238095	0.149732062285238	21		chr2:219228434-219228482	-	0
ATG9A	ATG9A_219228434-219228485	0.4436875	0.193569184444908	16		chr2:219228434-219228485	-	0
RPL37A	RPL37A_216519332-216519390	0.689565217391304	0.148149134347471	23		chr2:216519332-216519390	+	0
TTC21A	TTC21A_39130248-39130358	0.407818181818182	0.110806875402042	11		chr3:39130248-39130358	+	0
ABI2	ABI2_203411285-203411371	0.2826	0.0609868838357888	15		chr2:203411285-203411371	+	0
HSD17B6	HSD17B6_56763198-56763414	0.337952380952381	0.125252335782801	21		chr12:56763198-56763414	+	0
HSD17B6	HSD17B6_56763204-56763414	0.409583333333333	0.126539190240284	24		chr12:56763204-56763414	+	0
HSD17B6	HSD17B6_56763218-56763414	0.37964	0.107670361133725	25		chr12:56763218-56763414	+	0
ARHGAP27P1-BPTFP1-KPNA2P3	ARHGAP27P1-BPTFP1-KPNA2P3_64779981-64780205	0.37162962962963	0.0900308272623875	27		chr17:64779981-64780205	-	0
CDK19	CDK19_110773876-110773937	0.461964285714286	0.048497409222542	56		chr6:110773876-110773937	-	0
TCEAL9	TCEAL9_103357083-103357161	0.3429	0.0956689314482212	10		chrX:103357083-103357161	+	0
CACNA1C	CACNA1C_2597437-2597496	0.409333333333333	0.0750355471315651	3		chr12:2597437-2597496	+	0
CACNA1C	CACNA1C_2634297-2634380	0.4266	0.106204048887036	5		chr12:2634297-2634380	+	0
MOB4	MOB4_197535530-197535605	0.336625	0.0699957906897673	8		chr2:197535530-197535605	+	0
TMPO	TMPO_98544230-98544349	0.317777777777778	0.103634909390825	9		chr12:98544230-98544349	+	0
AC006460.2	AC006460.2_190628069-190628715	0.5465	0.0346482322781408	2		chr2:190628069-190628715	-	0
PRKRIP1	PRKRIP1_102365955-102366076	0.269428571428571	0.0600579085629227	7		chr7:102365955-102366076	+	0
AC132008.2	AC132008.2_197622187-197622330	0.402538461538462	0.0914171896532734	13		chr3:197622187-197622330	-	0
MEIG1	MEIG1_14966440-14966606	0.55764	0.17770384539077	25		chr10:14966440-14966606	+	0
MEIG1	MEIG1_14970248-14970546	0.84765	0.129985940535283	20		chr10:14970248-14970546	+	1
IRAK1	IRAK1_154013043-154013433	0.363375	0.0970242053745942	8		chrX:154013043-154013433	-	0
GIGYF2	GIGYF2_232700585-232700654	0.458228571428571	0.0981436779044124	35		chr2:232700585-232700654	+	0
MGRN1	MGRN1_4680032-4680097	0.385384615384615	0.135405279600131	13		chr16:4680032-4680097	+	0
LINC01088	LINC01088_79195836-79195932	0.315821428571429	0.12077774309662	28		chr4:79195836-79195932	+	0
DCAF17	DCAF17_171458372-171458477	0.679103448275862	0.102387925832697	58		chr2:171458372-171458477	+	0
AC007405.2	AC007405.2_170730368-170730997	0.508	0.104452860181041	6		chr2:170730368-170730997	-	0
UBR3	UBR3_170014815-170014865	0.591666666666667	0.153660882031396	15		chr2:170014815-170014865	+	0
