splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
MXE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200855003	200855086	200856681	200856811	NA	NA	200854615	200854695	200857717	200857884	NA	NA	NA	NA	NA	NA	73	941	NA	NA	280	233	NA	NA	0.061	NA	NA
MXE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200857717	200857884	NA	NA	200855003	200855086	200857972	200858089	NA	NA	NA	NA	NA	NA	1302	1147	NA	NA	300	280	NA	NA	0.514	NA	NA
RI	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	567	932	NA	NA	300	150	NA	NA	0.233	NA	NA
RI	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	748	57	NA	NA	300	150	NA	NA	0.868	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200853902	200853993	NA	NA	NA	NA	NA	NA	200853008	200853449	200856681	200856811	NA	NA	NA	NA	NA	NA	923	2	NA	NA	241	150	NA	NA	0.997	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	751	2	NA	NA	230	150	NA	NA	0.996	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	2177	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200855003	200855086	200857717	200857884	NA	NA	NA	NA	NA	NA	1220	2	NA	NA	280	150	NA	NA	0.997	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	1801	75	NA	NA	245	150	NA	NA	0.9359999999999999	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	2173	2	NA	NA	300	150	NA	NA	0.998	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1375	2	NA	NA	300	150	NA	NA	0.997	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	2429	57	NA	NA	241	150	NA	NA	0.9640000000000001	NA	NA
SE	BS_S6S7SK3P	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2960	50	NA	NA	300	150	NA	NA	0.9670000000000001	NA	NA
A5SS	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	408	1	NA	NA	300	150	NA	NA	0.995	NA	NA
RI	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	26	242	NA	NA	300	150	NA	NA	0.051	NA	NA
RI	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	80	10	NA	NA	300	150	NA	NA	0.8	NA	NA
SE	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	611	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	542	1	NA	NA	245	150	NA	NA	0.997	NA	NA
SE	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	761	10	NA	NA	241	150	NA	NA	0.9790000000000001	NA	NA
SE	BS_VARR255N	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	962	4	NA	NA	300	150	NA	NA	0.992	NA	NA
A5SS	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	207	1	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	24	152	NA	NA	300	150	NA	NA	0.073	NA	NA
RI	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	210	21	NA	NA	300	150	NA	NA	0.833	NA	NA
SE	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	333	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	297	1	NA	NA	245	150	NA	NA	0.995	NA	NA
SE	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	275	21	NA	NA	241	150	NA	NA	0.8909999999999999	NA	NA
SE	BS_4W1DBAN4	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	568	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_55P8HPYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	20	67	NA	NA	300	150	NA	NA	0.13	NA	NA
RI	BS_55P8HPYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	159	49	NA	NA	300	150	NA	NA	0.619	NA	NA
SE	BS_55P8HPYD	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	296	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_55P8HPYD	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	160	49	NA	NA	241	150	NA	NA	0.67	NA	NA
SE	BS_55P8HPYD	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	650	4	NA	NA	300	150	NA	NA	0.988	NA	NA
RI	BS_92MT680S	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	9	12	NA	NA	300	150	NA	NA	0.273	NA	NA
SE	BS_92MT680S	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	42	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_92MT680S	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	18	12	NA	NA	241	150	NA	NA	0.483	NA	NA
SE	BS_92MT680S	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	94	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_Z6MC4N8D	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	12	8	NA	NA	300	150	NA	NA	0.429	NA	NA
RI	BS_Z6MC4N8D	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	30	30	NA	NA	300	150	NA	NA	0.33299999999999996	NA	NA
SE	BS_Z6MC4N8D	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	82	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_Z6MC4N8D	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	83	30	NA	NA	241	150	NA	NA	0.633	NA	NA
SE	BS_Z6MC4N8D	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	321	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_QH82PBMB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	28	129	NA	NA	300	150	NA	NA	0.098	NA	NA
RI	BS_QH82PBMB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	211	59	NA	NA	300	150	NA	NA	0.6409999999999999	NA	NA
SE	BS_QH82PBMB	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	322	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QH82PBMB	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	108	59	NA	NA	241	150	NA	NA	0.5329999999999999	NA	NA
SE	BS_QH82PBMB	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	475	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	8	8	NA	NA	300	150	NA	NA	0.33299999999999996	NA	NA
RI	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	71	6	NA	NA	300	150	NA	NA	0.855	NA	NA
SE	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	18	2	NA	NA	230	150	NA	NA	0.8540000000000001	NA	NA
SE	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	76	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	55	6	NA	NA	241	150	NA	NA	0.851	NA	NA
SE	BS_TCGEZJ5F	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	285	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_6N3AFF66	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	15	100	NA	NA	300	150	NA	NA	0.07	NA	NA
RI	BS_6N3AFF66	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	63	33	NA	NA	300	150	NA	NA	0.488	NA	NA
SE	BS_6N3AFF66	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	212	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_6N3AFF66	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	215	33	NA	NA	241	150	NA	NA	0.802	NA	NA
SE	BS_6N3AFF66	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	275	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	704	11	NA	NA	300	150	NA	NA	0.97	NA	NA
MXE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857972	200858089	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	627	390	NA	NA	267	245	NA	NA	0.596	NA	NA
MXE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200857884	200857972	200858089	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	627	397	NA	NA	267	300	NA	NA	0.64	NA	NA
MXE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	634	403	NA	NA	267	300	NA	NA	0.639	NA	NA
RI	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	99	399	NA	NA	300	150	NA	NA	0.11	NA	NA
RI	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	294	85	NA	NA	300	150	NA	NA	0.634	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	868	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200859679	200859746	NA	NA	NA	NA	NA	NA	19	4	NA	NA	280	150	NA	NA	0.718	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	399	4	NA	NA	245	150	NA	NA	0.9840000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	390	20	NA	NA	245	150	NA	NA	0.9229999999999999	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1044	4	NA	NA	300	150	NA	NA	0.992	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	397	20	NA	NA	300	150	NA	NA	0.9079999999999999	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1050	11	NA	NA	300	150	NA	NA	0.9790000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	403	2	NA	NA	300	150	NA	NA	0.99	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	627	20	NA	NA	267	150	NA	NA	0.946	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	634	2	NA	NA	267	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	1271	4	NA	NA	267	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1037	85	NA	NA	241	150	NA	NA	0.884	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1354	17	NA	NA	300	150	NA	NA	0.976	NA	NA
RI	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	48	282	NA	NA	298	149	NA	NA	0.078	NA	NA
RI	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	407	22	NA	NA	298	149	NA	NA	0.902	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	383	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	369	6	NA	NA	266	149	NA	NA	0.972	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	39	22	NA	NA	240	149	NA	NA	0.524	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	171	4	NA	NA	298	149	NA	NA	0.955	NA	NA
MXE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	112	154	NA	NA	233	230	NA	NA	0.418	NA	NA
RI	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	31	129	NA	NA	300	150	NA	NA	0.107	NA	NA
RI	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	124	123	NA	NA	300	150	NA	NA	0.335	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	375	2	NA	NA	230	150	NA	NA	0.992	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	331	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	96	123	NA	NA	241	150	NA	NA	0.327	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	453	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	330	1	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
RI	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	43	196	NA	NA	300	150	NA	NA	0.099	NA	NA
RI	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	200	51	NA	NA	300	150	NA	NA	0.662	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	333	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	504	1	NA	NA	300	150	NA	NA	0.996	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	234	51	NA	NA	241	150	NA	NA	0.741	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	535	7	NA	NA	300	150	NA	NA	0.9740000000000001	NA	NA
RI	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	32	99	NA	NA	300	150	NA	NA	0.139	NA	NA
RI	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	136	12	NA	NA	300	150	NA	NA	0.85	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	299	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	161	12	NA	NA	241	150	NA	NA	0.893	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	571	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	8	72	NA	NA	300	150	NA	NA	0.053	NA	NA
RI	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	55	19	NA	NA	300	150	NA	NA	0.591	NA	NA
SE	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	162	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	82	19	NA	NA	241	150	NA	NA	0.7290000000000001	NA	NA
